puddle_id,example_id,annotated_texts
151,1350,Verse 17: They began to beg him to depart from their region.᛫Verse 17: And they began to pray him to depart out of their coasts.
151,13500,"Verse 1: But I say that so long as the heir is a child, he is no different from a bondservant, though he is lord of all;᛫Verse 1: Now I say, That the heir, as long as he is a child, differeth nothing from a servant, though he be lord of all;"
151,13502,Verse 2: but is under guardians and stewards until the day appointed by the father.᛫Verse 2: But is under tutors and governors until the time appointed of the father.
151,13504,"Verse 3: So we also, when we were children, were held in bondage under the elemental principles of the world.᛫Verse 3: Even so we, when we were children, were in bondage under the elements of the world:"
151,13505,"Verse 4: But when the fullness of the time came, God sent out his Son, born to a woman, born under the law,᛫Verse 4: But when the fulness of the time was come, God sent forth his Son, made of a woman, made under the law,"
151,13506,"Verse 5: that he might redeem those who were under the law, that we might receive the adoption of children.᛫Verse 5: To redeem them that were under the law, that we might receive the adoption of sons."
151,13508,"Verse 6: And because you are children, God sent out the Spirit of his Son into your hearts, crying, ""Abba, Father!""᛫Verse 6: And because ye are sons, God hath sent forth the Spirit of his Son into your hearts, crying, Abba, Father."
151,13509,"Verse 7: So you are no longer a bondservant, but a son; and if a son, then an heir of God through Christ.᛫Verse 7: Wherefore thou art no more a servant, but a son; and if a son, then an heir of God through Christ."
151,1351,"Verse 18: As he was entering into the boat, he who had been possessed by demons begged him that he might be with him.᛫Verse 18: And when he was come into the ship, he that had been possessed with the devil prayed him that he might be with him."
151,13510,"Verse 8: However at that time, not knowing God, you were in bondage to those who by nature are not gods.᛫Verse 8: Howbeit then, when ye knew not God, ye did service unto them which by nature are no gods."
151,13511,"Verse 9: But now that you have come to know God, or rather to be known by God, why do you turn back again to the weak and miserable elemental principles, to which you desire to be in bondage all over again?᛫Verse 9: But now, after that ye have known God, or rather are known of God, how turn ye again to the weak and beggarly elements, whereunto ye desire again to be in bondage?"
151,13512,"Verse 10: You observe days, months, seasons, and years.᛫Verse 10: Ye observe days, and months, and times, and years."
151,13513,"Verse 11: I am afraid for you, that I might have wasted my labor for you.᛫Verse 11: I am afraid of you, lest I have bestowed upon you labour in vain."
151,13514,"Verse 12: I beg you, brothers, become as I am, for I also have become as you are. You did me no wrong,᛫Verse 12: Brethren, I beseech you, be as I am; for I am as ye are: ye have not injured me at all."
151,13515,Verse 13: but you know that because of weakness of the flesh I preached the Good News to you the first time.᛫Verse 13: Ye know how through infirmity of the flesh I preached the gospel unto you at the first.
151,13518,"Verse 15: What was the blessing you enjoyed? For I testify to you that, if possible, you would have plucked out your eyes and given them to me.᛫Verse 15: Where is then the blessedness ye spake of? for I bear you record, that, if it had been possible, ye would have plucked out your own eyes, and have given them to me."
151,13519,"Verse 16: So then, have I become your enemy by telling you the truth?᛫Verse 16: Am I therefore become your enemy, because I tell you the truth?"
151,1352,"Verse 19: He didn't allow him, but said to him, ""Go to your house, to your friends, and tell them what great things the Lord has done for you, and how he had mercy on you.""᛫Verse 19: Howbeit Jesus suffered him not, but saith unto him, Go home to thy friends, and tell them how great things the Lord hath done for thee, and hath had compassion on thee."
151,13520,"Verse 17: They zealously seek you in no good way. No, they desire to alienate you, that you may seek them.᛫Verse 17: They zealously affect you, but not well; yea, they would exclude you, that ye might affect them."
151,13521,"Verse 18: But it is always good to be zealous in a good cause, and not only when I am present with you.᛫Verse 18: But it is good to be zealously affected always in a good thing, and not only when I am present with you."
151,13522,"Verse 19: My little children, of whom I am again in travail until Christ is formed in you--᛫Verse 19: My little children, of whom I travail in birth again until Christ be formed in you,"
151,13523,"Verse 20: but I could wish to be present with you now, and to change my tone, for I am perplexed about you.᛫Verse 20: I desire to be present with you now, and to change my voice; for I stand in doubt of you."
151,13524,"Verse 21: Tell me, you that desire to be under the law, don't you listen to the law?᛫Verse 21: Tell me, ye that desire to be under the law, do ye not hear the law?"
151,13525,"Verse 22: For it is written that Abraham had two sons, one by the handmaid, and one by the free woman.᛫Verse 22: For it is written, that Abraham had two sons, the one by a bondmaid, the other by a freewoman."
151,13526,"Verse 23: However, the son by the handmaid was born according to the flesh, but the son by the free woman was born through promise.᛫Verse 23: But he who was of the bondwoman was born after the flesh; but he of the freewoman was by promise."
151,13529,"Verse 24: These things contain an allegory, for these are two covenants. One is from Mount Sinai, bearing children to bondage, which is Hagar.᛫Verse 24: Which things are an allegory: for these are the two covenants; the one from the mount Sinai, which gendereth to bondage, which is Agar."
151,1353,"Verse 20: He went his way, and began to proclaim in Decapolis how Jesus had done great things for him, and everyone marveled.᛫Verse 20: And he departed, and began to publish in Decapolis how great things Jesus had done for him: and all men did marvel."
151,13530,"Verse 25: For this Hagar is Mount Sinai in Arabia, and answers to the Jerusalem that exists now, for she is in bondage with her children.᛫Verse 25: For this Agar is mount Sinai in Arabia, and answereth to Jerusalem which now is, and is in bondage with her children."
151,13531,"Verse 26: But the Jerusalem that is above is free, which is the mother of us all.᛫Verse 26: But Jerusalem which is above is free, which is the mother of us all."
151,13534,"Verse 28: Now we, brothers, as Isaac was, are children of promise.᛫Verse 28: Now we, brethren, as Isaac was, are the children of promise."
151,13536,"Verse 29: But as then, he who was born according to the flesh persecuted him who was born according to the Spirit, so also it is now.᛫Verse 29: But as then he that was born after the flesh persecuted him that was born after the Spirit, even so it is now."
151,13537,"Verse 30: However what does the Scripture say? ""Throw out the handmaid and her son, for the son of the handmaid will not inherit with the son of the free woman.""᛫Verse 30: Nevertheless what saith the scripture? Cast out the bondwoman and her son: for the son of the bondwoman shall not be heir with the son of the freewoman."
151,13538,"Verse 31: So then, brothers, we are not children of a handmaid, but of the free woman.᛫Verse 31: So then, brethren, we are not children of the bondwoman, but of the free."
151,1354,"Verse 21: When Jesus had crossed back over in the boat to the other side, a great multitude was gathered to him; and he was by the sea.᛫Verse 21: And when Jesus was passed over again by ship unto the other side, much people gathered unto him: and he was nigh unto the sea."
151,13540,"Verse 1: Stand firm therefore in the liberty by which Christ has made us free, and don't be entangled again with a yoke of bondage.᛫Verse 1: Stand fast therefore in the liberty wherewith Christ hath made us free, and be not entangled again with the yoke of bondage."
151,13541,"Verse 2: Behold, I, Paul, tell you that if you receive circumcision, Christ will profit you nothing.᛫Verse 2: Behold, I Paul say unto you, that if ye be circumcised, Christ shall profit you nothing."
151,13543,"Verse 3: Yes, I testify again to every man who receives circumcision, that he is a debtor to do the whole law.᛫Verse 3: For I testify again to every man that is circumcised, that he is a debtor to do the whole law."
151,13544,"Verse 4: You are alienated from Christ, you who desire to be justified by the law. You have fallen away from grace.᛫Verse 4: Christ is become of no effect unto you, whosoever of you are justified by the law; ye are fallen from grace."
151,13545,"Verse 5: For we, through the Spirit, by faith wait for the hope of righteousness.᛫Verse 5: For we through the Spirit wait for the hope of righteousness by faith."
151,13548,"Verse 6: For in Christ Jesus neither circumcision amounts to anything, nor uncircumcision, but faith working through love.᛫Verse 6: For in Jesus Christ neither circumcision availeth anything, nor uncircumcision; but faith which worketh by love."
151,13549,Verse 7: You were running well! Who interfered with you that you should not obey the truth?᛫Verse 7: Ye did run well; who did hinder you that ye should not obey the truth?
151,1355,"Verse 22: Behold, one of the rulers of the synagogue, Jairus by name, came; and seeing him, he fell at his feet,᛫Verse 22: And, behold, there cometh one of the rulers of the synagogue, Jairus by name; and when he saw him, he fell at his feet,"
151,13550,Verse 8: This persuasion is not from him who calls you.᛫Verse 8: This persuasion cometh not of him that calleth you.
151,13551,Verse 9: A little yeast grows through the whole lump.᛫Verse 9: A little leaven leaveneth the whole lump.
151,13552,"Verse 10: I have confidence toward you in the Lord that you will think no other way. But he who troubles you will bear his judgment, whoever he is.᛫Verse 10: I have confidence in you through the Lord, that ye will be none otherwise minded: but he that troubleth you shall bear his judgment, whosoever he be."
151,13555,Verse 12: I wish that those who disturb you would cut themselves off.᛫Verse 12: I would they were even cut off which trouble you.
151,13556,"Verse 13: For you, brothers, were called for freedom. Only don't use your freedom for gain to the flesh, but through love be servants to one another.᛫Verse 13: For, brethren, ye have been called unto liberty; only use not liberty for an occasion to the flesh, but by love serve one another."
151,13557,"Verse 14: For the whole law is fulfilled in one word, in this: ""You shall love your neighbor as yourself.""᛫Verse 14: For all the law is fulfilled in one word, even in this; Thou shalt love thy neighbour as thyself."
151,13558,"Verse 15: But if you bite and devour one another, be careful that you don't consume one another.᛫Verse 15: But if ye bite and devour one another, take heed that ye be not consumed one of another."
151,13559,"Verse 16: But I say, walk by the Spirit, and you won't fulfill the lust of the flesh.᛫Verse 16: This I say then, Walk in the Spirit, and ye shall not fulful the lust of the flesh."
151,1356,"Verse 23: and begged him much, saying, ""My little daughter is at the point of death. Please come and lay your hands on her, that she may be made healthy, and live.""᛫Verse 23: And besought him greatly, saying, My little daughter lieth at the point of death: I pray thee, come and lay thy hands on her, that she may be healed; and she shall live."
151,13562,"Verse 18: But if you are led by the Spirit, you are not under the law.᛫Verse 18: But if ye be led of the Spirit, ye are not under the law."
151,13563,"Verse 19: Now the works of the flesh are obvious, which are: adultery, sexual immorality, uncleanness, lustfulness,᛫Verse 19: Now the works of the flesh are manifest, which are these; Adultery, fornication, uncleanness, lasciviousness,"
151,13564,"Verse 20: idolatry, sorcery, hatred, strife, jealousies, outbursts of anger, rivalries, divisions, heresies,᛫Verse 20: Idolatry, witchcraft, hatred, variance, emulations, wrath, strife, seditions, heresies,"
151,13565,"Verse 21: envyings, murders, drunkenness, orgies, and things like these; of which I forewarn you, even as I also forewarned you, that those who practice such things will not inherit the Kingdom of God.᛫Verse 21: Envyings, murders, drunkenness, revellings, and such like: of the which I tell you before, as I have also told you in time past, that they which do such things shall not inherit the kingdom of God."
151,13566,"Verse 22: But the fruit of the Spirit is love, joy, peace, patience, kindness, goodness, faith,᛫Verse 22: But the fruit of the Spirit is love, joy, peace, longsuffering, gentleness, goodness, faith,"
151,13567,"Verse 23: gentleness, and self-control. Against such things there is no law.᛫Verse 23: Meekness, temperance: against such there is no law."
151,1357,"Verse 24: He went with him, and a great multitude followed him, and they pressed upon him on all sides.᛫Verse 24: And Jesus went with him; and much people followed him, and thronged him."
151,13570,Verse 24: Those who belong to Christ have crucified the flesh with its passions and lusts.᛫Verse 24: And they that are Christ's have crucified the flesh with the affections and lusts.
151,13571,"Verse 25: If we live by the Spirit, let's also walk by the Spirit.᛫Verse 25: If we live in the Spirit, let us also walk in the Spirit."
151,13572,"Verse 26: Let's not become conceited, provoking one another, and envying one another.᛫Verse 26: Let us not be desirous of vain glory, provoking one another, envying one another."
151,13575,"Verse 2: Bear one another's burdens, and so fulfill the law of Christ.᛫Verse 2: Bear ye one another's burdens, and so fulfil the law of Christ."
151,13576,"Verse 3: For if a man thinks himself to be something when he is nothing, he deceives himself.᛫Verse 3: For if a man think himself to be something, when he is nothing, he deceiveth himself."
151,13577,"Verse 4: But let each man test his own work, and then he will take pride in himself and not in his neighbor.᛫Verse 4: But let every man prove his own work, and then shall he have rejoicing in himself alone, and not in another."
151,13578,Verse 5: For each man will bear his own burden.᛫Verse 5: For every man shall bear his own burden.
151,13579,Verse 6: But let him who is taught in the word share all good things with him who teaches.᛫Verse 6: Let him that is taught in the word communicate unto him that teacheth in all good things.
151,1358,"Verse 25: A certain woman, who had an issue of blood for twelve years,᛫Verse 25: And a certain woman, which had an issue of blood twelve years,"
151,13580,"Verse 7: Don't be deceived. God is not mocked, for whatever a man sows, that he will also reap.᛫Verse 7: Be not deceived; God is not mocked: for whatsoever a man soweth, that shall he also reap."
151,13583,"Verse 9: Let us not be weary in doing good, for we will reap in due season, if we don't give up.᛫Verse 9: And let us not be weary in well doing: for in due season we shall reap, if we faint not."
151,13584,"Verse 10: So then, as we have opportunity, let's do what is good toward all men, and especially toward those who are of the household of the faith.᛫Verse 10: As we have therefore opportunity, let us do good unto all men, especially unto them who are of the household of faith."
151,13585,Verse 11: See with what large letters I write to you with my own hand.᛫Verse 11: Ye see how large a letter I have written unto you with mine own hand.
151,13586,"Verse 12: As many as desire to look good in the flesh, they compel you to be circumcised; only that they may not be persecuted for the cross of Christ.᛫Verse 12: As many as desire to make a fair shew in the flesh, they constrain you to be circumcised; only lest they should suffer persecution for the cross of Christ."
151,13587,"Verse 13: For even they who receive circumcision don't keep the law themselves, but they desire to have you circumcised, that they may boast in your flesh.᛫Verse 13: For neither they themselves who are circumcised keep the law; but desire to have you circumcised, that they may glory in your flesh."
151,13588,"Verse 14: But far be it from me to boast, except in the cross of our Lord Jesus Christ, through which the world has been crucified to me, and I to the world.᛫Verse 14: But God forbid that I should glory, save in the cross of our Lord Jesus Christ, by whom the world is crucified unto me, and I unto the world."
151,13589,"Verse 15: For in Christ Jesus neither is circumcision anything, nor uncircumcision, but a new creation.᛫Verse 15: For in Christ Jesus neither circumcision availeth anything, nor uncircumcision, but a new creature."
151,1359,"Verse 26: and had suffered many things by many physicians, and had spent all that she had, and was no better, but rather grew worse,᛫Verse 26: And had suffered many things of many physicians, and had spent all that she had, and was nothing bettered, but rather grew worse,"
151,13590,"Verse 16: As many as walk by this rule, peace and mercy be on them, and on God's Israel.᛫Verse 16: And as many as walk according to this rule, peace be on them, and mercy, and upon the Israel of God."
151,13591,"Verse 17: From now on, let no one cause me any trouble, for I bear the marks of the Lord Jesus branded on my body.᛫Verse 17: From henceforth let no man trouble me: for I bear in my body the marks of the Lord Jesus."
151,13592,"Verse 18: The grace of our Lord Jesus Christ be with your spirit, brothers. Amen.᛫Verse 18: Brethren, the grace of our Lord Jesus Christ be with your spirit. Amen."
151,136,"Verse 34: For neither was there among them any who lacked, for as many as were owners of lands or houses sold them, and brought the proceeds of the things that were sold,᛫Verse 34: Neither was there any among them that lacked: for as many as were possessors of lands or houses sold them, and brought the prices of the things that were sold,"
151,1360,"Verse 27: having heard the things concerning Jesus, came up behind him in the crowd, and touched his clothes.᛫Verse 27: When she had heard of Jesus, came in the press behind, and touched his garment."
151,1361,"Verse 28: For she said, ""If I just touch his clothes, I will be made well.""᛫Verse 28: For she said, If I may touch but his clothes, I shall be whole."
151,1362,"Verse 29: Immediately the flow of her blood was dried up, and she felt in her body that she was healed of her affliction.᛫Verse 29: And straightway the fountain of her blood was dried up; and she felt in her body that she was healed of that plague."
151,1363,"Verse 34: If you lend to those from whom you hope to receive, what credit is that to you? Even sinners lend to sinners, to receive back as much.᛫Verse 34: And if ye lend to them of whom ye hope to receive, what thank have ye? for sinners also lend to sinners, to receive as much again."
151,1364,"Verse 30: Immediately Jesus, perceiving in himself that the power had gone out from him, turned around in the crowd, and asked, ""Who touched my clothes?""᛫Verse 30: And Jesus, immediately knowing in himself that virtue had gone out of him, turned him about in the press, and said, Who touched my clothes?"
151,1365,"Verse 35: But love your enemies, and do good, and lend, expecting nothing back; and your reward will be great, and you will be children of the Most High; for he is kind toward the unthankful and evil.᛫Verse 35: But love ye your enemies, and do good, and lend, hoping for nothing again; and your reward shall be great, and ye shall be the children of the Highest: for he is kind unto the unthankful and to the evil."
151,1366,"Verse 31: His disciples said to him, ""You see the multitude pressing against you, and you say, 'Who touched me?'""᛫Verse 31: And his disciples said unto him, Thou seest the multitude thronging thee, and sayest thou, Who touched me?"
151,1367,Verse 32: He looked around to see her who had done this thing.᛫Verse 32: And he looked round about to see her that had done this thing.
151,1368,"Verse 33: But the woman, fearing and trembling, knowing what had been done to her, came and fell down before him, and told him all the truth.᛫Verse 33: But the woman fearing and trembling, knowing what was done in her, came and fell down before him, and told him all the truth."
151,1369,"Verse 34: He said to her, ""Daughter, your faith has made you well. Go in peace, and be cured of your disease.""᛫Verse 34: And he said unto her, Daughter, thy faith hath made thee whole; go in peace, and be whole of thy plague."
151,137,"Verse 35: and laid them at the apostles' feet, and distribution was made to each, according as anyone had need.᛫Verse 35: And laid them down at the apostles' feet: and distribution was made unto every man according as he had need."
151,1370,"Verse 36: Therefore be merciful, even as your Father is also merciful.᛫Verse 36: Be ye therefore merciful, as your Father also is merciful."
151,1371,"Verse 35: While he was still speaking, people came from the synagogue ruler's house saying, ""Your daughter is dead. Why bother the Teacher any more?""᛫Verse 35: While he yet spake, there came from the ruler of the synagogue's house certain which said, Thy daughter is dead: why troublest thou the Master any further?"
151,1372,"Verse 37: Don't judge, and you won't be judged. Don't condemn, and you won't be condemned. Set free, and you will be set free.᛫Verse 37: Judge not, and ye shall not be judged: condemn not, and ye shall not be condemned: forgive, and ye shall be forgiven:"
151,1373,"Verse 36: But Jesus, when he heard the message spoken, immediately said to the ruler of the synagogue, ""Don't be afraid, only believe.""᛫Verse 36: As soon as Jesus heard the word that was spoken, he saith unto the ruler of the synagogue, Be not afraid, only believe."
151,1374,"Verse 37: He allowed no one to follow him, except Peter, James, and John the brother of James.᛫Verse 37: And he suffered no man to follow him, save Peter, and James, and John the brother of James."
151,1375,"Verse 38: He came to the synagogue ruler's house, and he saw an uproar, weeping, and great wailing.᛫Verse 38: And he cometh to the house of the ruler of the synagogue, and seeth the tumult, and them that wept and wailed greatly."
151,1376,"Verse 39: When he had entered in, he said to them, ""Why do you make an uproar and weep? The child is not dead, but is asleep.""᛫Verse 39: And when he was come in, he saith unto them, Why make ye this ado, and weep? the damsel is not dead, but sleepeth."
151,1377,"Verse 40: They ridiculed him. But he, having put them all out, took the father of the child, her mother, and those who were with him, and went in where the child was lying.᛫Verse 40: And they laughed him to scorn. But when he had put them all out, he taketh the father and the mother of the damsel, and them that were with him, and entereth in where the damsel was lying."
151,1378,"Verse 38: ""Give, and it will be given to you: good measure, pressed down, shaken together, and running over, will be given to you. For with the same measure you measure it will be measured back to you.""᛫Verse 38: Give, and it shall be given unto you; good measure, pressed down, and shaken together, and running over, shall men give into your bosom. For with the same measure that ye mete withal it shall be measured to you again."
151,13783,"Verse 2: in hope of eternal life, which God, who can't lie, promised before time began;᛫Verse 2: In hope of eternal life, which God, that cannot lie, promised before the world began;"
151,13784,"Verse 3: but in his own time revealed his word in the message with which I was entrusted according to the commandment of God our Savior;᛫Verse 3: But hath in due times manifested his word through preaching, which is committed unto me according to the commandment of God our Saviour;"
151,13785,"Verse 4: to Titus, my true child according to a common faith: Grace, mercy, and peace from God the Father and the Lord Jesus Christ our Savior.᛫Verse 4: To Titus, mine own son after the common faith: Grace, mercy, and peace, from God the Father and the Lord Jesus Christ our Saviour."
151,13787,"Verse 5: I left you in Crete for this reason, that you would set in order the things that were lacking, and appoint elders in every city, as I directed you;᛫Verse 5: For this cause left I thee in Crete, that thou shouldest set in order the things that are wanting, and ordain elders in every city, as I had appointed thee:"
151,13788,"Verse 6: if anyone is blameless, the husband of one wife, having children who believe, who are not accused of loose or unruly behavior.᛫Verse 6: If any be blameless, the husband of one wife, having faithful children not accused of riot or unruly."
151,13789,"Verse 7: For the overseer must be blameless, as God's steward; not self-pleasing, not easily angered, not given to wine, not violent, not greedy for dishonest gain;᛫Verse 7: For a bishop must be blameless, as the steward of God; not selfwilled, not soon angry, not given to wine, no striker, not given to filthy lucre;"
151,1379,"Verse 41: Taking the child by the hand, he said to her, ""Talitha cumi!"" which means, being interpreted, ""Girl, I tell you, get up!""᛫Verse 41: And he took the damsel by the hand, and said unto her, Talitha cumi; which is, being interpreted, Damsel, I say unto thee, arise."
151,13790,"Verse 8: but given to hospitality, a lover of good, sober minded, fair, holy, self-controlled;᛫Verse 8: But a lover of hospitality, a lover of good men, sober, just, holy, temperate;"
151,13791,"Verse 9: holding to the faithful word which is according to the teaching, that he may be able to exhort in the sound doctrine, and to convict those who contradict him.᛫Verse 9: Holding fast the faithful word as he hath been taught, that he may be able by sound doctrine both to exhort and to convince the gainsayers."
151,13792,"Verse 10: For there are also many unruly men, vain talkers and deceivers, especially those of the circumcision,᛫Verse 10: For there are many unruly and vain talkers and deceivers, specially they of the circumcision:"
151,13793,"Verse 11: whose mouths must be stopped; men who overthrow whole houses, teaching things which they ought not, for dishonest gain's sake.᛫Verse 11: Whose mouths must be stopped, who subvert whole houses, teaching things which they ought not, for filthy lucre's sake."
151,13794,"Verse 12: One of them, a prophet of their own, said, ""Cretans are always liars, evil beasts, and idle gluttons.""᛫Verse 12: One of themselves, even a prophet of their own, said, The Cretians are alway liars, evil beasts, slow bellies."
151,13795,"Verse 13: This testimony is true. For this cause, reprove them sharply, that they may be sound in the faith,᛫Verse 13: This witness is true. Wherefore rebuke them sharply, that they may be sound in the faith;"
151,13796,"Verse 14: not paying attention to Jewish fables and commandments of men who turn away from the truth.᛫Verse 14: Not giving heed to Jewish fables, and commandments of men, that turn from the truth."
151,13797,"Verse 15: To the pure, all things are pure; but to those who are defiled and unbelieving, nothing is pure; but both their mind and their conscience are defiled.᛫Verse 15: Unto the pure all things are pure: but unto them that are defiled and unbelieving is nothing pure; but even their mind and conscience is defiled."
151,13798,"Verse 16: They profess that they know God, but by their works they deny him, being abominable, disobedient, and unfit for any good work.᛫Verse 16: They profess that they know God; but in works they deny him, being abominable, and disobedient, and unto every good work reprobate."
151,13799,"Verse 1: But say the things which fit sound doctrine,᛫Verse 1: But speak thou the things which become sound doctrine:"
151,138,"Verse 36: Joses, who by the apostles was surnamed Barnabas (which is, being interpreted, Son of Encouragement), a Levite, a man of Cyprus by race,᛫Verse 36: And Joses, who by the apostles was surnamed Barnabas, (which is, being interpreted, The son of consolation,) a Levite, and of the country of Cyprus,"
151,1380,"Verse 42: Immediately the girl rose up and walked, for she was twelve years old. They were amazed with great amazement.᛫Verse 42: And straightway the damsel arose, and walked; for she was of the age of twelve years. And they were astonished with a great astonishment."
151,13800,"Verse 2: that older men should be temperate, sensible, sober minded, sound in faith, in love, and in patience:᛫Verse 2: That the aged men be sober, grave, temperate, sound in faith, in charity, in patience."
151,13801,"Verse 3: and that older women likewise be reverent in behavior, not slanderers nor enslaved to much wine, teachers of that which is good;᛫Verse 3: The aged women likewise, that they be in behaviour as becometh holiness, not false accusers, not given to much wine, teachers of good things;"
151,13802,"Verse 4: that they may train the young women to love their husbands, to love their children,᛫Verse 4: That they may teach the young women to be sober, to love their husbands, to love their children,"
151,13803,"Verse 5: to be sober minded, chaste, workers at home, kind, being in subjection to their own husbands, that God's word may not be blasphemed.᛫Verse 5: To be discreet, chaste, keepers at home, good, obedient to their own husbands, that the word of God be not blasphemed."
151,13804,"Verse 6: Likewise, exhort the younger men to be sober minded;᛫Verse 6: Young men likewise exhort to be sober minded."
151,13805,"Verse 7: in all things showing yourself an example of good works; in your teaching showing integrity, seriousness, incorruptibility,᛫Verse 7: In all things shewing thyself a pattern of good works: in doctrine shewing uncorruptness, gravity, sincerity,"
151,13807,"Verse 8: and soundness of speech that can't be condemned; that he who opposes you may be ashamed, having no evil thing to say about us.᛫Verse 8: Sound speech, that cannot be condemned; that he that is of the contrary part may be ashamed, having no evil thing to say of you."
151,13808,"Verse 9: Exhort servants to be in subjection to their own masters, and to be well-pleasing in all things; not contradicting;᛫Verse 9: Exhort servants to be obedient unto their own masters, and to please them well in all things; not answering again;"
151,13809,"Verse 10: not stealing, but showing all good fidelity; that they may adorn the doctrine of God, our Savior, in all things.᛫Verse 10: Not purloining, but shewing all good fidelity; that they may adorn the doctrine of God our Saviour in all things."
151,1381,"Verse 39: He spoke a parable to them. ""Can the blind guide the blind? Won't they both fall into a pit?᛫Verse 39: And he spake a parable unto them, Can the blind lead the blind? shall they not both fall into the ditch?"
151,13810,"Verse 11: For the grace of God has appeared, bringing salvation to all men,᛫Verse 11: For the grace of God that bringeth salvation hath appeared to all men,"
151,13811,"Verse 12: instructing us to the intent that, denying ungodliness and worldly lusts, we would live soberly, righteously, and godly in this present world;᛫Verse 12: Teaching us that, denying ungodliness and worldly lusts, we should live soberly, righteously, and godly, in this present world;"
151,13812,"Verse 13: looking for the blessed hope and appearing of the glory of our great God and Savior, Jesus Christ;᛫Verse 13: Looking for that blessed hope, and the glorious appearing of the great God and our Saviour Jesus Christ;"
151,13813,"Verse 14: who gave himself for us, that he might redeem us from all iniquity, and purify for himself a people for his own possession, zealous for good works.᛫Verse 14: Who gave himself for us, that he might redeem us from all iniquity, and purify unto himself a peculiar people, zealous of good works."
151,13814,"Verse 15: Say these things and exhort and reprove with all authority. Let no man despise you.᛫Verse 15: These things speak, and exhort, and rebuke with all authority. Let no man despise thee."
151,13815,"Verse 1: Remind them to be in subjection to rulers and to authorities, to be obedient, to be ready for every good work,᛫Verse 1: Put them in mind to be subject to principalities and powers, to obey magistrates, to be ready to every good work,"
151,13816,"Verse 2: to speak evil of no one, not to be contentious, to be gentle, showing all humility toward all men.᛫Verse 2: To speak evil of no man, to be no brawlers, but gentle, shewing all meekness unto all men."
151,13817,"Verse 3: For we were also once foolish, disobedient, deceived, serving various lusts and pleasures, living in malice and envy, hateful, and hating one another.᛫Verse 3: For we ourselves also were sometimes foolish, disobedient, deceived, serving divers lusts and pleasures, living in malice and envy, hateful, and hating one another."
151,13818,"Verse 4: But when the kindness of God our Savior and his love toward mankind appeared,᛫Verse 4: But after that the kindness and love of God our Saviour toward man appeared,"
151,13819,"Verse 5: not by works of righteousness, which we did ourselves, but according to his mercy, he saved us, through the washing of regeneration and renewing by the Holy Spirit,᛫Verse 5: Not by works of righteousness which we have done, but according to his mercy he saved us, by the washing of regeneration, and renewing of the Holy Ghost;"
151,1382,"Verse 43: He strictly ordered them that no one should know this, and commanded that something should be given to her to eat.᛫Verse 43: And he charged them straitly that no man should know it; and commanded that something should be given her to eat."
151,13820,"Verse 6: whom he poured out on us richly, through Jesus Christ our Savior;᛫Verse 6: Which he shed on us abundantly through Jesus Christ our Saviour;"
151,13821,"Verse 7: that, being justified by his grace, we might be made heirs according to the hope of eternal life.᛫Verse 7: That being justified by his grace, we should be made heirs according to the hope of eternal life."
151,13822,"Verse 8: This saying is faithful, and concerning these things I desire that you affirm confidently, so that those who have believed God may be careful to maintain good works. These things are good and profitable to men;᛫Verse 8: This is a faithful saying, and these things I will that thou affirm constantly, that they which have believed in God might be careful to maintain good works. These things are good and profitable unto men."
151,13823,"Verse 9: but shun foolish questionings, genealogies, strife, and disputes about the law; for they are unprofitable and vain.᛫Verse 9: But avoid foolish questions, and genealogies, and contentions, and strivings about the law; for they are unprofitable and vain."
151,13825,Verse 10: Avoid a factious man after a first and second warning;᛫Verse 10: A man that is an heretick after the first and second admonition reject;
151,13826,"Verse 11: knowing that such a one is perverted, and sins, being self-condemned.᛫Verse 11: Knowing that he that is such is subverted, and sinneth, being condemned of himself."
151,13829,"Verse 12: When I send Artemas to you, or Tychicus, be diligent to come to me to Nicopolis, for I have determined to winter there.᛫Verse 12: When I shall send Artemas unto thee, or Tychicus, be diligent to come unto me to Nicopolis: for I have determined there to winter."
151,1383,"Verse 1: He went out from there. He came into his own country, and his disciples followed him.᛫Verse 1: And he went out from thence, and came into his own country; and his disciples follow him."
151,13832,"Verse 13: Send Zenas, the lawyer, and Apollos on their journey speedily, that nothing may be lacking for them.᛫Verse 13: Bring Zenas the lawyer and Apollos on their journey diligently, that nothing be wanting unto them."
151,13834,"Verse 14: Let our people also learn to maintain good works for necessary uses, that they may not be unfruitful.᛫Verse 14: And let ours also learn to maintain good works for necessary uses, that they be not unfruitful."
151,13835,Verse 15: All who are with me greet you. Greet those who love us in faith. Grace be with you all. Amen.᛫Verse 15: All that are with me salute thee. Greet them that love us in the faith. Grace be with you all. Amen.
151,1384,"Verse 2: When the Sabbath had come, he began to teach in the synagogue, and many hearing him were astonished, saying, ""Where did this man get these things?"" and, ""What is the wisdom that is given to this man, that such mighty works come about by his hands?᛫Verse 2: And when the sabbath day was come, he began to teach in the synagogue: and many hearing him were astonished, saying, From whence hath this man these things? and what wisdom is this which is given unto him, that even such mighty works are wrought by his hands?"
151,13841,"Verse 2: to the beloved Apphia, to Archippus, our fellow soldier, and to the assembly in your house:᛫Verse 2: And to our beloved Apphia, and Archippus our fellowsoldier, and to the church in thy house:"
151,13842,"Verse 3: Grace to you and peace from God our Father and the Lord Jesus Christ.᛫Verse 3: Grace to you, and peace, from God our Father and the Lord Jesus Christ."
