sign_language,spoken_language,country_code,texts,sign_writing
gsg,de,de,magnetisches Feld,AS2ff00S2ff00S33b10S18218S18210S2f900S20500S26607S20500S2fb04S1ea0eS1ea06S22f02S22f16M557x560S2ff00456x441S2ff00514x441S33b10467x465S18218517x500S18210528x497S2f900516x516S20500518x488S26607535x471S20500469x495S2fb04466x554S1ea0e484x487S1ea06443x487S22f02489x513S22f16444x513
gsg,de,de,Domain,AS2ff00S35d10S16011S22a02S16019S22a16S20500S2fb04M528x554S2ff00483x447S35d10496x467S16011505x486S22a02502x511S16019473x486S22a16486x511S20500496x495S2fb04493x548
gsg,de,de,Ciliata,AS18519S2ff00S35d14S20500S2f900S22520S14c20M521x546S18519484x524S2ff00480x454S35d14493x474S20500511x525S2f900483x541S22520482x490S14c20487x503
gsg,de,de,aerogen,AS2ff00S2ff00S34c10S1ce10S2b700S2b711S1ce18S2fc04S14c50S2e70aS2e74eS14c58S2fd04S22520S22520S21400M580x553S2ff00442x448S2ff00520x448S34c10457x468S1ce10542x489S2b700561x487S2b711498x486S1ce18514x489S2fc04533x542S14c50459x489S2e70a457x521S2e74e436x526S14c58434x494S2fd04448x546S22520421x482S22520464x478S21400477x514
gsg,de,de,Lebensraum,M500x500S2ff00540x439S2c410407x505S2c401483x506S2ff00448x439S10011562x512S10019531x513S2df0e533x486S1f559431x482S2df06563x486S1f551480x482S36d00445x476S2fc04458x549S2fd04547x553S20e00450x505S20e00469x505S35c10461x460
gsg,de,de,Erdmantel,AS2ff00S34710S18118S2f900S28c0bS20e00S1ef21M528x546S2ff00482x454S34710493x476S18118473x511S2f900472x541S28c0b504x517S20e00481x499S1ef21480x505
gsg,de,de,Haploid,AS2ff00S34c10S10000S2ea06M526x547S2ff00475x454S34c10490x474S10000505x498S2ea06501x532
gsg,de,de,Datenbank,M500x500S15058472x500S2ff00485x463S15050509x500S2ff00407x463S15a18407x516S10110431x500S22a04433x532S22a04516x534S22a14478x534S2fc04495x560S35d10420x483S20500420x533S20500420x517S2f900407x545
gsg,de,de,Granivore,AS2ff00S2ff00S35d14S18507S26a00S1ce10S2e500M556x547S2ff00445x453S2ff00518x453S35d14458x473S18507537x478S26a00512x489S1ce10456x490S2e500449x520
gsg,de,de,cyclisch,AS2ff00S34610S2fb04S20500S26902S26916S15347S1534fM529x557S2ff00482x444S34610493x462S2fb04493x551S20500495x488S26902508x518S26916473x518S15347506x491S1534f471x491
gsg,de,de,imaginäre Zahl,AS2ea00S2ff00S2ff00S34810S15310S14c00S14c08S22620S22620S22a04S22a14S2fc04M555x566S2ea00482x463S2ff00446x441S2ff00507x441S34810452x463S15310483x435S14c00530x488S14c08499x488S22620529x480S22620497x480S22a04536x521S22a14503x521S2fc04519x555
gsg,de,de,Kragengeißeltierchen,AS2ff00S35d14S36d00S14432S2df08M531x540S2ff00492x460S35d14505x480S36d00489x497S14432470x502S2df08500x519
gsg,de,de,Involution,AS2ff00S34810S20e00S2f900S22f00S1711dS17118M531x548S2ff00475x453S34810481x475S20e00480x536S2f900470x528S22f00506x508S1711d487x519S17118478x508
gsg,de,de,Suspension,AS2ff00S36110S20339S2f900S14c50S22520S2e70aM530x546S2ff00472x455S36110482x476S20339477x523S2f900471x541S14c50502x500S22520498x489S2e70a477x509
gsg,de,de,Machine Learning,AS2ff00S30007S33b10S35c10S15001S15009S23704S2371cS20a00S18510S20500S22f02S2fc04M586x566S2ff00445x439S30007523x439S33b10456x463S35c10536x459S15001462x480S15009438x485S23704473x515S2371c414x515S20a00479x469S18510561x445S20500553x434S22f02565x462S2fc04457x555
gsg,de,de,Titan (Ti),AS2ff00S22a14S35d10S20348S20340S22a04S2fc04M523x547S2ff00482x453S22a14478x516S35d10495x473S20348477x499S20340508x499S22a04509x516S2fc04492x536
gsg,de,de,Statik,AS2ff00S34510S22b04S22b14S20300S20300S2fc04M519x561S2ff00482x440S34510489x460S22b04503x510S22b14481x510S20300483x492S20300502x492S2fc04492x550
gsg,de,de,Argon (Ar),AS2ff00S34c10S36d00S18241S20e00S22100M525x535S2ff00486x466S34c10501x486S36d00483x504S18241489x509S20e00476x523S22100477x511
gsg,de,de,Kriechversuch,AS2ff00S35d14S22b06S2ff00S11810S33210S20500S14c02S14c0aS22b12S24e3cS2fb04M562x562S2ff00461x438S35d14474x458S22b06486x507S2ff00519x438S11810544x454S33210532x449S20500472x505S14c02474x484S14c0a450x481S22b12439x504S24e3c541x484S2fb04472x556
gsg,de,de,Satz des Pythagoras,AS15a07S15a01S2ff00S36110S2f804S2c304S2c310S2c301S15a56S15a52S15a02S2fc04M572x559S15a07429x476S15a01497x476S2ff00456x441S36110466x462S2f804509x527S2c304545x503S2c310443x489S2c301479x489S15a56444x514S15a52477x514S15a02537x488S2fc04467x548
gsg,de,de,Plancksches Strahlungsgesetz,AS14c50S14c58S2ff00S2ff00S2ff00S35010S26507S26511S22620S22620S15a18S18220S1ed10S2c304S2fb04S2f900S20500S22a04S20500M578x568S14c50504x505S14c58469x505S2ff00422x439S2ff00483x439S2ff00532x439S35010434x462S26507508x477S26511478x477S22620502x494S22620469x494S15a18538x488S18220553x486S1ed10445x433S2c304449x454S2fb04490x562S2f900538x517S20500552x492S22a04565x503S20500552x508
gsg,de,de,Tergit,M500x500S2ff00407x503S2a408430x588S18151422x565S16d18414x558S21100416x542S35d10420x523S2f900410x580
gsg,de,de,cytotoxisch,AS2ff00S2ff00S36110S36a10S2ea06S1ce40S10053S20500S26503M559x538S2ff00444x462S2ff00504x462S36110454x483S36a10512x495S2ea06441x523S1ce40468x505S10053538x478S20500517x504S26503533x507
gsg,de,de,Durchschnittstemperatur,AS2ff00S2ff00S35d10S11541S11549S21100S27101S2f900S10018S10012S21100S2f900S23600M564x550S2ff00449x450S2ff00522x450S35d10462x470S11541461x502S11549443x509S21100444x495S27101464x524S2f900436x532S10018531x510S10012527x515S21100512x507S2f900533x543S23600525x491
gsg,de,de,Zytokinese,AS2ff00S36110S16d10S16d18S26606S26612S2fb04S22104S22104S20e00M548x557S2ff00481x443S36110491x464S16d10492x489S16d18487x498S26606518x490S26612453x518S2fb04491x551S22104470x516S22104518x488S20e00505x508
gsg,de,de,Blauwal,AS2ff00S2ff00S35010S19a12S29905S11520S2990cM560x537S2ff00440x463S2ff00524x463S35010452x486S19a12509x496S29905530x507S11520478x473S2990c475x505
gsg,de,de,Epigenetik,AS2ff00S2ff00S34710S20500S22200S22200S22b06S22b12S20500S17640S17648S22204S22204S22b02S22b16S20500S10e22S10e0aS2fd04S2fb04S15240S15248S2841eS28436M610x567S2ff00431x434S2ff00552x434S34710442x456S20500566x473S22200459x472S22200428x472S22b06455x496S22b12411x495S20500443x495S17640449x482S17648431x482S22204421x511S22204466x511S22b02449x517S22b16417x517S20500443x531S10e22570x486S10e0a543x487S2fd04563x561S2fb04441x561S15240485x487S15248391x486S2841e532x506S28436577x506
gsg,de,de,Bundle,AS2ff00S35010S14c20S2f804S20302S22a00S22a10S22204S2d203S14c3aS20302S14c3aS2f900M549x561S2ff00457x439S35010469x462S14c20474x478S2f804468x550S20302507x504S22a00508x485S22a10536x529S22204485x473S2d203463x509S14c3a502x526S20302454x493S14c3a456x526S2f900451x545
gsg,de,de,Carbonylgruppe (CO),AS2ff00S2ff00S35d14S16d18S2f900S17610S22f04S20500S16d48S16d40S26516S26502S20500S2fb04M559x555S2ff00442x445S2ff00515x445S35d14455x465S16d18451x520S2f900448x542S17610452x486S22f04457x503S20500446x510S16d48507x492S16d40541x492S26516515x513S26502536x513S20500528x497S2fb04525x549
gsg,de,de,Smektit,AS2ff00S30004S36110S20340S20348S20e00S2880eS2f900S19a00S20e00S23f04M548x543S2ff00510x457S30004452x457S36110462x478S20340533x500S20348513x518S20e00530x517S2880e510x504S2f900515x535S19a00469x493S20e00455x492S23f04466x515
gsg,de,de,Mitochondrium,AS2ff00S33b10S20348S18750S2f900S20500S21400S22f04M534x541S2ff00466x459S33b10477x483S20348473x519S18750491x501S2f900474x536S20500476x506S21400510x513S22f04509x522
gsg,de,de,Saturn,AS2ff00S36110S18528S18520S20500S20500S2df06S2df1eS2fb04M527x567S2ff00482x434S36110492x455S18528473x499S18520502x499S20500495x472S20500495x487S2df06506x472S2df1e473x472S2fb04493x561
gsg,de,de,Spaltungsregel,AS15a12S2ff00S2ff00S34510S27307S2731fS20500S15a20S22a04S20500S2f900S11550S11558S2fb04S20500M550x567S15a12515x482S2ff00451x433S2ff00509x433S34510458x453S27307470x472S2731f455x472S20500465x529S15a20508x481S22a04537x496S20500522x496S2f900508x510S11550470x497S11558454x497S2fb04463x561S20500522x513
gsg,de,de,Beschleunigungsspannung,AS2ff00S2ff00S20351S35010S26607S1ea06S1ea0eS20500S2fb04S26a02S26a16M555x564S2ff00448x436S2ff00509x436S20351446x497S35010460x459S26607465x476S1ea06503x491S1ea0e534x491S20500524x478S2fb04523x558S26a02540x518S26a16504x517
gsg,de,de,Ursuppe,AS2ff00S2ff00S1ea01S34610S2ea00S11510S11a20S2df0cM546x547S2ff00455x454S2ff00504x454S1ea01509x491S34610466x472S2ea00531x508S11510456x493S11a20475x493S2df0c456x526
gsg,de,de,Mohorovicic-Diskontinuität,AS2ff00S2ff00S33b10S20500S2fb04S1f410S1f418S22100S22100S22104S22104S22b06S22b12S18210S18218S2f900S20500S26600M574x558S2ff00446x443S2ff00519x443S33b10457x467S20500459x485S2fb04456x552S1f410465x498S1f418434x498S22100471x518S22100446x518S22104434x518S22104483x518S22b06472x523S22b12427x524S18210538x498S18218513x498S2f900514x515S20500532x484S26600558x482
gsg,de,de,Dreifachbindung,AS18702S1870aS2ff00S35d10S2fb04S22b16S22b02M538x554S18702508x493S1870a462x493S2ff00481x446S35d10494x466S2fb04492x548S22b16462x513S22b02508x513
gsg,de,de,importieren,AS22b03S22b13S2ff00S34810S2fc04S10e37S10e39M543x550S22b03494x495S22b13467x494S2ff00457x451S34810464x473S2fc04467x539S10e37513x476S10e39485x470
gsg,de,de,Nervus opticus,AS30006S30006S34410S35d10S10010S21100S22b04S10000S26a04M564x540S30006436x464S30006506x464S34410519x485S35d10449x484S10010460x478S21100469x461S22b04461x510S10000519x483S26a04537x499
gsg,de,de,Giga,AS10002S2ff00S35d14S22b00M528x531S10002498x516S2ff00472x470S35d14485x490S22b00511x482
gsg,de,de,Kohäsion,AS2ff00S2ff00S35d14S14e02S14e0aS22b02S22b16S20700S2ea26S2fb04S2fc04S14e0aS14e02S20700M574x563S2ff00452x439S2ff00532x438S35d14465x459S14e02481x482S14e0a426x482S22b02481x509S22b16426x509S20700460x488S2ea26536x527S2fb04462x553S2fc04541x552S14e0a521x483S14e02543x480S20700540x509
gsg,de,de,Objektweite,AS2ff00S30004S34410S10a00S26504S20500S18240S18248S2f900S26600M564x544S2ff00510x456S30004437x456S34410450x477S10a00462x489S26504462x517S20500450x493S18240528x517S18248508x522S2f900503x539S26600548x495
gsg,de,de,Birne,AS2ff00S35010S15a37S2f900S20500S22a00S15712S22104M533x541S2ff00468x459S35010480x482S15a37477x515S2f900471x536S20500470x516S22a00508x503S15712480x499S22104521x512
gsg,de,de,Zytoplasma,AS2ff00S36110S15d39S2f900S14c51S21400S2ea06S22520M528x552S2ff00477x449S36110487x470S15d39472x521S2f900474x547S14c51489x505S21400513x511S2ea06493x536S22520484x492
gsg,de,de,Bulimie,AS30004S35010S14c31S2b700M523x532S30004477x468S35010489x491S14c31485x505S2b700504x498
gsg,de,de,Datensicherheit,AS2ff00S2ff00S35d10S10110S2f900S20500S2fc04S26b10S26b00S15a18S22a04S20500S11510S11518M561x553S2ff00440x448S2ff00513x448S35d10453x468S10110464x483S2f900441x527S20500453x501S2fc04524x542S26b10502x517S26b00534x517S15a18441x498S22a04466x515S20500453x516S11510543x485S11518505x485
gsg,de,de,Bodenkunde,AS2ff00S30007S35010S15a50S15a50S26606S26612S20500S20500S26500S2fb04S15a11M571x556S2ff00456x453S30007514x453S35010468x476S15a50461x501S15a50476x501S26606490x510S26612429x509S20500469x491S20500538x444S26500552x476S2fb04468x550S15a11548x453
gsg,de,de,Welle-Teilchen-Dualismus,AS2ff00S2ff00S2ff00S36520S26620S1ce10S2e500S15a58S10050S10058S20500S2320cS2c100M567x557S2ff00433x444S2ff00482x444S2ff00531x444S36520446x466S26620541x527S1ce10491x482S2e500491x514S15a58443x500S10050551x482S10058533x482S20500544x514S2320c436x529S2c100449x484
gsg,de,de,Laplace,AS2ff00S35c10S1ee10S1ee18S20500S26502S26516S2fb04M534x567S2ff00482x434S35c10495x454S1ee10508x479S1ee18466x479S20500495x485S26502519x504S26516466x504S2fb04492x561
gsg,de,de,Interaktion,AS2ff00S35c10S14c50S14c5cS22520S27100S27110S2fd04S22520M538x565S2ff00463x436S35c10476x456S14c50469x521S14c5c468x479S22520501x518S27100498x536S27110498x479S2fd04469x559S22520501x496
gsg,de,de,Pyrit,AS2ff00S2ff00S35010S20340S20348S20e00S2880eS2f900S1ce10S1ce18S22f06S22f12S2fb04M557x550S2ff00460x451S2ff00518x451S35010472x474S20340542x496S20348522x514S20e00539x513S2880e518x500S2f900524x531S1ce10491x463S1ce18443x463S22f06492x495S22f12450x495S2fb04471x544
gsg,de,de,Pair-Programming,AS14e58S14e50S2ff00S2ff00S35010S2360cS23610S2fd04S1f540S1f548S22a02S22a16S2fb04S20500M574x559S14e58500x496S14e50537x485S2ff00509x442S2ff00431x442S35010444x465S2360c535x519S23610493x529S2fd04515x553S1f540461x491S1f548427x491S22a02453x519S22a16435x519S2fb04444x552S20500446x503
gsg,de,de,Fakultät,AS2ff00S36520S10011S22a04S2f900S15a18S20e00S15a18S10012S2f900S20500S2f804S22a02M554x549S2ff00446x451S36520459x473S10011465x502S22a04470x492S2f900452x528S15a18451x499S20e00458x489S15a18505x493S10012524x504S2f900506x522S20500518x507S2f804475x538S22a02538x521
gsg,de,de,Femur,AS2ff00S36520S36d00S37800S16d02S22a00S21300M529x537S2ff00492x464S36520505x486S36d00487x500S37800487x504S16d02477x520S22a00472x504S21300499x519
gsg,de,de,Nervus trochlearis,AS2ff00S30006S35d10S21100S10021S24e3cS2e30dS10048S2f900S10040M575x545S2ff00510x460S30006425x460S35d10438x480S21100462x456S10021463x471S24e3c461x492S2e30d552x497S10048511x507S2f900509x540S10040531x507
gsg,de,de,Phishing,AS2ff00S2ff00S35010S15a06S2f900S1ed26S22b03S15a18S15300S2f900S20e00S26604S2f804M564x555S2ff00452x445S2ff00515x445S35010464x468S15a06449x504S2f900437x510S1ed26485x470S22b03460x487S15a18521x483S15300535x485S2f900515x511S20e00527x512S26604548x488S2f804479x544
gsg,de,de,Zucht,AS2ff00S36110S2d204S2d215S11018S11010S2fc04M531x562S2ff00482x438S36110492x459S2d204498x512S2d215469x512S11018477x482S11010509x482S2fc04492x551
gsg,de,de,virtuell,AS2ff00S36520S14c51S2f900S2ea06S22521S15a06M531x542S2ff00475x459S36520488x481S14c51485x509S2f900481x537S2ea06506x505S22521470x496S15a06480x524
gsg,de,de,Smoke Test,AS2ff00S2ff00S35d10S36110S15020S15028S29500S29508S2fb04S15a18S14c01S2f900S20500S22f02M569x556S2ff00449x445S2ff00522x445S35d10535x465S36110459x466S15020468x506S15028440x506S29500488x484S29508432x484S2fb04458x550S15a18523x494S14c01543x492S2f900518x523S20500535x504S22f02544x514
gsg,de,de,Winkelbeschleunigung,AS15a12S15a1aS2ff00S2ff00S36520S20500S2f900S23000S20352S26a00M550x540S15a12450x508S15a1a453x521S2ff00456x460S2ff00505x460S36520469x482S20500479x516S2f900454x535S23000478x496S20352524x516S26a00523x500
gsg,de,de,Absoluter Nullpunkt,AS2ff00S2ff00S2ff00S34c10S22b00S21400S17610S15a18S1ce10S20500S2f900S26500S2f900S23102S15a51S15a56S20500M582x557S2ff00421x443S2ff00479x443S2ff00537x443S34c10436x463S22b00442x527S21400432x482S17610489x482S15a18534x486S1ce10560x482S20500547x500S2f900419x495S26500506x482S2f900534x515S23102560x513S15a51440x503S15a56431x488S20500455x497
gsg,de,de,Speed,AS2ff00S20352S36110S26a00M518x542S2ff00482x459S20352493x527S36110492x480S26a00487x507
